Unnamed: 0,spotId,raster,x,y,z,class,Date,roi,tissue_id,L.Lactic.acid_.M.Hm0,L.Lactic.acid_.M.Hm1,L.Lactic.acid_.M.Hm2,L.Lactic.acid_.M.Hm3,L.Malic.acid_.M.Hm0,L.Malic.acid_.M.Hm1,L.Malic.acid_.M.Hm2,L.Malic.acid_.M.Hm3,L.Malic.acid_.M.Hm4,L.Glutamine_.M.Hm0,L.Glutamine_.M.Hm1,L.Glutamine_.M.Hm2,L.Glutamine_.M.Hm3,L.Glutamine_.M.Hm4,L.Glutamine_.M.Hm5,L.Glutamic.acid_.M.Hm0,L.Glutamic.acid_.M.Hm1,L.Glutamic.acid_.M.Hm2,L.Glutamic.acid_.M.Hm3,L.Glutamic.acid_.M.Hm4,L.Glutamic.acid_.M.Hm5,Citric.acid_.M.Hm0,Citric.acid_.M.Hm1,Citric.acid_.M.Hm2,Citric.acid_.M.Hm3,Citric.acid_.M.Hm4,Citric.acid_.M.Hm5,Citric.acid_.M.Hm6,D.Glucose_.M.Clm0,D.Glucose_.M.Clm1,D.Glucose_.M.Clm2,D.Glucose_.M.Clm3,D.Glucose_.M.Clm4,D.Glucose_.M.Clm5,D.Glucose_.M.Clm6,Glutathione_.M.Hm0,Glutathione_.M.Hm1,Glutathione_.M.Hm2,Glutathione_.M.Hm3,Glutathione_.M.Hm4,Glutathione_.M.Hm5,Glutathione_.M.Hm6,Glutathione_.M.Hm7,Glutathione_.M.Hm8,Glutathione_.M.Hm9,Glutathione_.M.Hm10,Adenosine.monophosphate_.M.Hm0,Adenosine.monophosphate_.M.Hm1,Adenosine.monophosphate_.M.Hm2,Adenosine.monophosphate_.M.Hm3,Adenosine.monophosphate_.M.Hm4,Adenosine.monophosphate_.M.Hm5,Adenosine.monophosphate_.M.Hm6,Adenosine.monophosphate_.M.Hm7,Adenosine.monophosphate_.M.Hm8,Adenosine.monophosphate_.M.Hm9,Adenosine.monophosphate_.M.Hm10
84099,84098,2,7919.265625,10065.68164,0,normal,,l1normal,tracer_1,0,264.1581421,0,0,2186.565674,427.3553162,215.7521973,0,0,984.7151489,337.4585571,0,0,0,0,4220.998047,865.7748413,221.2843018,0,0,0,1717.719482,347.1397705,438.4195251,0,0,0,0,2157.521973,390.0135803,0,235.1145782,0,0,0,3984.500488,1587.714844,1550.373169,543.5296021,164.5802002,247.5618134,0,181.1765289,0,0,193.623764,0,0,0,0,186.7086334,0,0,0,0,0,0
84245,84244,2,7869.265625,10015.68164,0,normal,,l1normal,tracer_1,0,0,0,0,2957.3479,566.3926392,415.0663757,0,0,1085.225586,0,0,0,0,0,4948.369141,765.2786255,815.0001221,488.567688,0,0,2587.679443,882.0160522,910.1195068,0,0,0,0,2287.188721,0,0,244.283844,0,246.4456482,0,4135.53125,2114.244385,724.4343262,1111.167236,296.1671448,0,0,0,0,248.6074524,0,0,0,0,0,0,0,0,0,0,224.8276215,0
84246,84245,2,7919.265625,10015.68164,0,normal,,l1normal,tracer_1,0,155.4489441,0,0,1407.860229,475.166626,166.4736938,0,0,681.3294067,0,117.964798,0,0,0,3732.979492,798.1917114,565.569519,262.3889771,0,0,1109.0896,314.2052917,237.032074,0,0,0,0,1308.637573,248.0568237,0,0,0,0,0,3097.954102,1242.489014,590.9264526,308.6929321,269.0038452,250.2617645,0,114.6573715,0,0,0,144.4241943,0,0,0,0,239.2370148,0,0,0,0,0
84247,84246,2,7969.265625,10015.68164,0,normal,,l1normal,tracer_1,0,498.7345276,0,0,2356.922852,137.8989563,0,0,0,1082.506714,0,253.9638977,0,129.8548431,0,3749.702393,467.7072754,380.3712769,0,0,0,887.1499023,120.6615829,0,0,0,0,0,1173.290283,327.5100098,0,0,0,175.821167,0,2885.5354,796.3664551,941.1603394,458.5140076,271.2012634,197.6551666,163.1804199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84394,84393,2,7869.265625,9965.681641,0,normal,,l1normal,tracer_1,0,184.0019684,0,0,1200.071655,289.5325012,0,0,0,798.9203491,188.2969513,188.0608368,0,0,0,2579.409912,503.9759827,386.2688599,104.1775894,108.9129333,0,1022.15802,199.5609589,146.1192169,0,0,0,0,631.8303223,79.14791107,0,0,121.0895309,0,0,2109.257813,696.7721558,406.5631714,301.7091064,97.41281128,213.0905151,0,0,0,0,0,0,0,0,0,77.79495239,0,0,84.55973053,0,0,119.0600967
84395,84394,2,7919.265625,9965.681641,0,normal,,l1normal,tracer_1,0,226.8616638,0,0,1236.761963,289.0656738,120.0171356,0,0,661.5578613,0,0,0,0,0,1631.940308,398.8374329,103.185463,0,0,0,816.7019653,185.1483917,212.2254181,0,0,0,0,892.0786133,261.9886169,0,0,0,121.8582001,0,1459.9646,670.3395996,514.4636841,341.024292,94.40372467,0,87.81741333,82.69473267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84396,84395,2,7969.265625,9965.681641,0,normal,,l1normal,tracer_1,0,428.6317444,0,0,960.2822876,202.9715424,0,0,0,425.5657349,0,0,0,0,0,1555.09314,263.0658569,164.952713,103.0187912,0,0,624.244812,71.13201904,96.27351379,0,0,0,0,394.905365,0,0,0,0,72.35843658,0,1486.41394,502.8298035,410.2355347,228.1130371,174.7640228,91.98106384,99.95275879,0,0,0,0,0,0,0,0,0,0,0,0,0,68.06598663,0
84397,84396,2,8019.265625,9965.681641,0,normal,,l1normal,tracer_1,0,157.6928711,0,0,1584.263306,179.6965332,0,0,0,700.449707,0,0,0,0,0,2269.127197,282.380249,214.5356445,131.1051178,47.57368851,0,825.137146,120.1032944,163.1937866,0,0,0,0,902.1499023,190.698349,0,0,0,139.3316498,0,2584.512939,1443.98999,297.4004822,268.6279602,22.53245735,188.8647156,0,0,0,0,0,0,0,0,0,0,101.7669144,110.9351044,0,0,0,0
84543,84542,2,7869.265625,9915.681641,0,normal,,l1normal,tracer_1,0,72.60496521,0,0,1240.38562,204.3921204,0,0,0,696.1535034,0,0,0,0,0,2975.583252,397.191864,324.5869141,98.2302475,0,0,1209.879395,410.0045166,159.852951,0,0,0,0,1092.735229,158.6326904,0,0,0,127.5162811,0,1689.438232,885.2924805,314.8638306,170.8352051,157.4124451,178.7668457,133.2638855,104.9416275,0,0,89.20622253,71.99484253,90.90873718,0,0,0,0,0,0,0,0,0
84544,84543,2,7919.265625,9915.681641,0,normal,,l1normal,tracer_1,0,282.9797974,0,0,1601.251587,182.9015808,0,0,0,952.4686279,0,0,140.3395844,0,0,2498.504639,785.6715698,277.2281799,120.7840652,0,0,957.0699463,272.6268921,0,0,0,0,0,1166.428955,0,0,0,0,0,0,2888.4646,923.7105103,694.7959595,469.3323669,0,250.7707214,180.6009369,0,0,157.5944519,140.3395844,0,0,0,0,0,0,0,0,0,0,0
84545,84544,2,7969.265625,9915.681641,0,normal,,l1normal,tracer_1,0,400.8737183,0,0,1113.212402,170.0232239,0,0,0,802.4802856,0,92.34020233,0,0,0,2054.202881,419.9280396,86.47732544,85.01161194,0,0,641.2514038,184.6804047,117.2573929,0,0,0,0,625.8613281,0,0,0,91.60733795,107.7302322,0,1673.849365,672.0314331,553.3083496,282.8834534,182.4818268,116.5245361,29.37094116,61.80884171,0,0,99.6687851,0,0,0,0,0,0,0,0,0,0,0
84546,84545,2,8019.265625,9915.681641,0,normal,,l1normal,tracer_1,0,414.130188,0,0,1128.738281,212.5141754,164.250885,0,0,422.6930237,0,108.2031937,0,0,0,1310.114868,263.8912354,278.6816101,0,0,0,763.6498413,137.7839203,172.8137207,0,0,0,0,499.758606,0,0,0,92.63438416,87.18530273,0,1609.814331,804.1287231,482.6329346,270.1187439,195.3884888,157.2449188,0,97.30503082,0,0,0,0,0,0,0,0,136.2270355,0,93.41282654,0,0,0
84547,84546,2,8069.265625,9915.681641,0,normal,,l1normal,tracer_1,0,626.0250244,0,0,1987.24939,563.8370972,0,0,0,1171.896729,0,273.6268311,0,0,0,3557.148682,650.9001465,211.4389038,0,0,0,1210.591431,378.655304,176.8900757,0,0,0,0,1094.507324,0,0,0,211.4389038,0,0,3387.168457,1090.36145,1278.307129,432.5514832,258.4253235,241.8418884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.96588898,0
84548,84547,2,8119.265625,9915.681641,0,normal,,l1normal,tracer_1,0,336.2574463,0,0,3907.543457,373.9414673,0,0,0,1785.642944,0,0,304.3709717,0,0,5342.435059,1136.318237,0,0,0,0,2626.286621,675.4136353,889.9227295,0,0,1498.664673,0,2408.878662,0,0,762.37677,0,0,0,10461.66504,3284.307617,1834.922119,884.1251831,0,718.8952026,0,0,0,0,362.3463745,791.364502,314.9448853,455.1070557,307.2697449,365.2451477,0,325.3413086,0,0,0,0
84692,84691,2,7869.265625,9865.681641,0,normal,,l1normal,tracer_1,0,273.5644531,0,0,1622.158447,447.4920044,0,0,0,410.7836609,0,33.98916245,0,0,0,2886.847656,587.333252,366.209259,173.0535431,0,0,922.9522095,248.2182159,124.9831161,0,0,0,0,686.9701538,104.0069275,0,0,0,108.3769684,0,1804.82605,918.5822144,587.333252,312.0207825,97.88887024,246.4701996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84693,84692,2,7919.265625,9865.681641,0,normal,,l1normal,tracer_1,0,266.3340149,0,0,1216.133667,255.0804749,0,0,0,564.1779785,342.8581543,0,0,0,0,1791.565186,792.249939,505.6595154,0,0,0,985.060791,195.8117828,187.5591736,0,0,0,0,592.6870117,184.5582275,0,0,0,0,0,1634.015503,745.7352905,648.9547119,259.5819092,17.66367722,93.02935028,0,0,0,0,0,0,0,0,84.77674866,0,0,0,0,24.7707119,0,0
84694,84693,2,7969.265625,9865.681641,0,normal,,l1normal,tracer_1,0,329.0283813,0,0,1194.716309,295.5394897,0,0,0,605.3117676,0,119.7227936,0,0,0,2700.879395,437.8672791,476.3795166,0,0,0,704.1040039,0,195.9100342,0,0,0,0,635.4517822,0,0,0,0,162.4211426,0,1483.557983,464.6584167,396.0061646,251.1667023,0,413.5878296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84695,84694,2,8019.265625,9865.681641,0,normal,,l1normal,tracer_1,0,199.2696686,0,0,1567.896973,407.0353394,127.4399033,0,0,541.4265137,0,0,0,0,0,1938.631226,388.4986267,150.6107941,0,0,0,495.8570862,200.8143921,0,0,0,0,0,877.4044189,115.0820923,0,128.9846344,0,0,0,1563.262817,524.4345093,400.8564148,208.5380249,98.09010315,193.8631287,0,0,0,0,110.4479141,0,0,0,0,0,0,0,0,0,0,0
84696,84695,2,8069.265625,9865.681641,0,normal,,l1normal,tracer_1,0,0,0,0,1887.766846,392.9637146,0,0,0,940.0308228,0,206.7554169,0,0,0,3382.570068,892.515625,321.0487976,0,0,0,1135.228516,219.5973663,264.5441895,0,0,0,0,789.7800293,160.5243988,0,0,0,0,0,3851.30127,1723.389893,1437.014404,653.6553345,211.8921967,452.0366821,0,113.5915375,54.64678955,0,0,0,0,74.51649475,0,0,0,0,0,0,0,0
84697,84696,2,8119.265625,9865.681641,0,normal,,l1normal,tracer_1,0,0,0,0,2328.805664,428.3187256,0,0,0,944.5704346,0,0,165.9380493,0,0,3873.306152,737.5024414,256.7075806,0,0,0,565.8912964,0,287.9096069,0,0,0,0,945.9887085,0,0,0,0,0,0,4042.080566,1255.172363,889.2577515,652.4060059,287.9096069,273.7268677,0,0,0,0,150.3370361,0,0,147.5004883,0,150.3370361,148.9187622,0,0,0,219.8324585,0
84698,84697,2,8169.265625,9865.681641,0,normal,,l1normal,tracer_1,0,0,0,0,7214.450684,594.2648315,0,0,0,3898.679932,840.2980347,0,0,0,0,7774.649414,1760.083618,510.9920349,0,0,0,2876.695801,957.6369019,450.4300232,0,0,0,1105.256836,4080.365967,726.7442017,0,503.4217834,0,0,0,9678.567383,4667.060547,3785.126221,1532.976074,745.6698608,1056.236328,0,0,0,0,0,0,0,556.4135742,476.9259033,0,412.5787659,0,0,0,0,0
84841,84840,2,7869.265625,9815.681641,0,normal,,l1normal,tracer_1,0,295.2886658,0,0,1824.040405,863.9302979,0,141.2243805,0,1380.263672,0,0,0,0,0,4346.649414,1081.60022,258.166687,0,210.9204865,0,2347.123047,627.6993408,237.9183044,0,0,0,0,2382.557861,465.7124329,0,0,0,256.4793091,0,5389.44043,1665.428101,1408.948853,683.3823853,470.7745056,389.7810669,236.2309418,0,0,0,430.2778015,183.9226685,180.5479279,0,0,0,0,0,0,0,0,0
84842,84841,2,7919.265625,9815.681641,0,normal,,l1normal,tracer_1,0,311.3443298,0,0,1900.391357,364.0857239,0,0,0,969.7609863,179.8812866,210.9655609,0,0,0,3907.966797,491.6858521,544.4272461,0,0,0,1478.460205,321.5523376,212.6668854,0,0,1636.684326,0,1743.86853,758.7954712,0,353.8777161,195.6535339,0,0,4006.644287,1738.764526,1687.724487,0,202.4588776,289.2269592,0,0,0,0,0,321.5523376,0,0,0,178.6401825,0,0,0,0,0,0
84843,84842,2,7969.265625,9815.681641,0,normal,,l1normal,tracer_1,0,230.0046082,0,0,1541.882813,421.6751404,0,0,0,1194.746216,336.4882202,0,264.0793762,0,0,5023.896973,1352.341919,655.9390869,0,0,0,2476.808838,724.088623,96.63568878,0,0,0,0,1633.45874,0,0,338.6179199,0,0,0,5028.15625,2004.021729,1177.708862,428.0641479,636.7720337,221.4859314,0,0,0,0,0,240.6529846,0,0,0,0,0,0,0,0,0,0
84844,84843,2,8019.265625,9815.681641,0,normal,,l1normal,tracer_1,0,394.6286011,0,121.8246613,2673.89502,425.8656921,0,0,0,905.8756714,540.4016724,0,161.3916473,0,0,3561.028564,457.1027832,550.8140259,214.4946899,0,0,1491.050537,373.8038635,154.1029816,0,0,0,0,1374.432007,162.4328766,0,0,0,168.6802979,0,3054.987549,799.6695557,929.8240967,481.0512085,181.1751251,224.9070587,0,0,0,0,177.0101929,172.8452454,0,0,0,0,0,0,0,0,112.4535294,138.484436
84845,84844,2,8069.265625,9815.681641,0,normal,,l1normal,tracer_1,0,707.3884277,0,0,2108.818359,309.2043762,0,0,0,914.2661743,0,0,0,0,0,3949.585449,509.4086609,522.7556152,0,0,0,995.460144,308.0921326,282.5104675,0,0,0,0,925.3886719,124.5715485,0,124.5715485,0,139.0307465,0,3001.951904,1363.613525,519.4188843,218.0002136,261.3778076,349.3924866,0,0,126.7960434,0,0,0,0,0,0,0,0,0,0,0,0,0
84846,84845,2,8119.265625,9815.681641,0,normal,,l1normal,tracer_1,0,480.4473267,0,0,2461.836426,259.0766602,0,0,0,1952.197388,0,228.6686096,0,0,0,4972.325684,934.1355591,469.5004272,139.8770752,0,0,1404.852295,132.5791321,153.2566223,0,0,0,0,2045.854248,182.448349,0,0,126.4975281,0,201.9656372,3329.074219,1340.387207,1264.97522,352.73349,258.6679688,290.7010498,0,25.7652626,0,72.12142181,159.3382263,214.0727386,0,0,0,0,0,0,0,0,0,0
84847,84846,2,8169.265625,9815.681641,0,normal,,l1normal,tracer_1,0,0,0,0,3276.999512,814.7893677,0,0,0,1052.684082,0,0,0,0,0,5983.051758,1623.631348,731.5261841,0,0,0,1082.420898,1103.236694,1070.526123,0,0,0,0,2450.31543,463.8946533,0,639.34198,422.263092,0,0,8537.446289,3262.131104,2414.631104,383.6051941,490.6578064,808.84198,0,0,318.1841736,0,0,758.2893677,392.5262451,0,0,0,0,0,0,0,350.8946838,0
84990,84989,2,7819.265625,9765.681641,0,normal,,l1normal,tracer_1,0,0,0,0,2326.080566,0,407.1409302,0,0,1448.807129,454.7687378,57.55550385,159.7836151,0,0,6156.27832,1146.140137,709.8079834,198.1931305,0,0,2442.845459,720.5626221,456.3051147,0,0,0,0,2934.487549,419.4319763,0,347.2220764,0,341.0765381,0,4630.651855,1908.185059,1355.087891,769.7268066,649.8890991,0,0,178.2201843,0,0,0,0,138.2341614,173.6110382,405.6162109,43.96178055,0,210.4841766,0,0,0,0
84991,84990,2,7869.265625,9765.681641,0,normal,,l1normal,tracer_1,0,290.6000061,0,0,3579.996582,986.5747681,0,0,0,2358.988281,566.5479126,0,0,0,0,6671.589844,1152.631958,925.524353,0,0,0,3685.003418,783.8873901,652.0184937,0,0,0,0,3328.468994,664.2285767,0,1025.647095,483.5193176,0,261.2958069,7365.122559,3931.646973,2144.09082,800.9815063,910.8722534,803.4235229,0,0,0,0,0,656.9025269,0,0,0,0,0,442.0050354,0,0,0,0
84992,84991,2,7919.265625,9765.681641,0,normal,,l1normal,tracer_1,0,0,0,661.0215454,5140.182129,567.2946167,0,0,0,2984.462891,517.9646606,0,0,0,0,10300.09668,2283.977295,744.8824463,0,0,0,7912.526367,2584.890137,1884.404663,0,0,4370.634766,1149.388184,7142.979004,0,0,779.4134521,0,0,0,11681.33594,4336.104004,3107.787842,1627.888794,532.7636108,0,0,0,0,0,562.3615723,957.0013428,0,0,0,103.8150635,577.1605835,0,0,0,0,0
84993,84992,2,7969.265625,9765.681641,0,normal,,l1normal,tracer_1,0,0,0,0,3553.56543,860.4884644,622.8640747,0,0,2765.084473,500.4514771,269.7522888,0,0,0,6837.103027,1825.387695,820.8843994,385.239624,0,0,5008.115234,1076.510742,1105.313721,0,0,0,0,3668.777344,486.0499878,0,705.6725464,687.6707153,0,0,9141.339844,3686.779053,2433.850342,838.8862915,0,478.8492432,709.2729492,0,0,0,0,500.4514771,0,0,0,0,0,0,784.8807373,0,0,0
84994,84993,2,8019.265625,9765.681641,0,normal,,l1normal,tracer_1,0,269.9995422,0,0,2429.99585,476.7179565,288.9838867,0,0,1305.700928,913.3578491,318.5150757,0,0,0,7418.65918,786.7955322,461.9523621,0,0,0,2037.652832,411.3274231,373.3587341,0,0,0,0,1567.262939,426.0930481,0,0,0,0,0,5878.818359,1858.356201,2149.449463,592.7333984,596.9521484,359.0933533,0,0,0,0,265.7807922,253.1245728,221.4840088,0,461.9523621,0,242.577713,0,0,0,0,0
84995,84994,2,8069.265625,9765.681641,0,normal,,l1normal,tracer_1,0,422.3760986,0,0,2940.989258,482.7155457,0,0,0,1439.20752,297.2276306,279.3492737,0,0,0,4433.831543,663.7338867,748.6560669,0,0,0,1841.470459,243.5925751,350.8627014,0,0,0,516.2374878,1700.678467,379.9150085,0,518.47229,0,0,0,4062.855957,1723.026367,1092.814331,860.395752,261.4709167,482.7155457,0,0,0,96.94599915,297.2276306,496.1243286,0,0,250.2969513,0,0,0,0,0,0,0
84996,84995,2,8119.265625,9765.681641,0,normal,,l1normal,tracer_1,0,0,0,0,2273.768799,387.1191711,0,0,0,1775.408569,0,0,0,0,0,4140.39502,738.6411743,502.8099365,0,0,0,2313.815674,0,0,0,0,0,0,1272.598633,589.5780029,0,438.2900696,0,0,0,6434.1875,1928.921387,1205.853882,723.0673828,0,355.9716492,0,0,0,0,0,756.4397583,0,0,0,0,0,278.1028442,0,0,0,0
84997,84996,2,8169.265625,9765.681641,0,normal,,l1normal,tracer_1,0,399.9838257,0,0,3640.140381,779.824585,0,0,0,2100.634521,0,0,0,0,0,6845.766113,1476.199219,615.8024292,0,0,0,911.5166626,0,492.0664063,0,0,0,0,3507.771729,437.3923645,0,1162.542847,0,299.2684631,0,8888.848633,3438.709717,0,1519.362915,923.7036133,243.6439362,0,0,339.5545959,313.6563721,0,457.5354309,0,391.3510742,0,0,483.4336853,0,0,0,0,0
85140,85139,2,7819.265625,9715.681641,0,normal,,l1normal,tracer_1,0,386.8053894,0,0,4042.116211,907.234436,0,0,0,1988.531372,504.6052246,722.6228027,0,0,0,7143.592285,886.1359863,815.8077393,0,0,0,4588.918457,863.2792969,791.1928101,0,0,0,0,3646.519775,481.7485352,0,284.8294067,202.1937256,254.9399109,0,6934.365723,3296.636719,1267.666748,0,726.1392212,221.5339966,0,0,0,0,0,436.0351563,0,218.0175781,302.411499,0,0,0,0,0,0,0
85141,85140,2,7869.265625,9715.681641,0,normal,,l1normal,tracer_1,0,1481.722168,0,0,4081.057129,1684.005005,0,0,0,1694.119141,662.4764404,0,0,0,0,11125.55859,1921.687378,0,601.7915649,0,0,8364.397461,3049.414551,884.9876099,0,0,4460.337402,535.1735229,5143.04248,1259.210938,0,1901.459106,622.0198975,0,0,13456.86914,4192.312988,5360.496582,1163.126587,1370.466553,0,1061.985107,0,0,667.5335083,773.7320557,1456.436768,0,611.9057007,0,63.78168488,0,0,0,0,0,0
85142,85141,2,7919.265625,9715.681641,0,normal,,l1normal,tracer_1,0,0,0,0,5307.001953,786.8560791,0,0,0,4207.969238,671.3934937,0,0,0,0,8959.041016,2061.220703,1231.60083,671.3934937,0,0,5212.921387,1757.597046,906.5950317,0,0,2770.466553,0,4156.652832,1381.274536,876.6602783,0,0,662.8406982,0,8086.656738,3352.691162,536.2041016,1146.072998,979.2937012,624.3532104,0,0,0,0,0,748.3685303,0,0,0,0,0,0,692.7754517,0,0,0
85143,85142,2,7969.265625,9715.681641,0,normal,,l1normal,tracer_1,0,0,0,0,8096.729492,0,0,0,0,3256.584961,617.3197021,487.5930786,0,0,0,9425.308594,912.5595703,0,0,0,0,7237.849609,1189.906128,814.1462402,0,0,0,0,4688.050781,621.7930298,0,1659.605835,478.6464233,0,0,9604.242188,3453.411621,1494.092529,1896.692383,1243.58606,0,550.2197266,0,0,0,0,1435.939331,0,0,581.53302,550.2197266,0,639.6863403,0,0,0,0
85144,85143,2,8019.265625,9715.681641,0,normal,,l1normal,tracer_1,0,0,0,0,3198.088379,858.2358398,0,0,0,1658.482788,339.923584,0,0,0,0,8440.285156,1069.895386,898.828064,0,0,0,4105.614746,1264.158203,403.0229187,0,0,0,675.5708008,3714.189453,808.9452515,0,762.5541382,0,0,0,6642.629395,4067.921875,2047.008423,1322.147095,933.6213989,779.9508057,0,0,0,0,513.2018433,342.134552,0,0,316.0395508,391.4251404,347.9334412,0,576.989624,0,0,0
85145,85144,2,8069.265625,9715.681641,0,normal,,l1normal,tracer_1,0,492.6220093,0,0,5217.101563,1294.89209,0,0,0,3171.547363,0,0,778.8119507,0,0,10087.02246,3026.106689,1642.073364,562.996582,0,0,3729.852295,957.0941772,905.486145,0,0,2617.934082,0,4161.48291,652.1376953,0,1398.108154,0,0,0,12601.74023,5052.894531,2486.568115,1459.099487,2012.712769,1369.958374,0,713.1290283,0,0,0,1360.575073,0,0,0,0,0,0,0,0,0,0
85146,85145,2,8119.265625,9715.681641,0,normal,,l1normal,tracer_1,0,0,0,0,6126.526367,0,0,0,0,3855.365723,385.5365601,0,567.7902222,389.0414429,0,8317.075195,722.0048218,1079.502441,0,0,0,4836.731445,1741.924316,806.1218872,515.217041,0,0,1475.553589,4132.250977,140.2737579,0,743.0341187,0,0,0,13949.41406,5204.743652,2937.087646,1153.104858,837.6658325,991.8804321,0,371.5170593,0,0,445.1194763,466.1487427,0,0,1188.153564,0,0,0,0,0,0,0
85147,85146,2,8169.265625,9715.681641,0,normal,,l1normal,tracer_1,0,0,0,0,4410.462402,808.5848389,0,0,0,4109.081055,907.8201904,0,0,0,0,10937.94727,2646.277588,1260.657227,510.8785706,0,0,4002.494873,929.8725586,558.6585693,0,0,2649.952881,0,4425.164063,426.3447266,0,749.7786255,0,569.6847534,0,10618.18848,3524.694824,1973.095459,1448.101929,716.7001953,0,0,0,0,0,0,1609.818848,0,0,0,0,0,0,0,0,0,0
85290,85289,2,7819.265625,9665.681641,0,normal,,l1normal,tracer_1,0,713.2630005,0,0,4630.29834,658.0934448,693.5595703,0,0,4350.510254,0,0,0,0,0,12598.35254,3385.043701,764.4918213,0,0,0,6628.222656,2987.034912,2352.585693,0,0,4011.611572,0,7187.799316,1032.458008,0,1099.449585,0,0,0,13843.60645,4196.82373,5158.349121,1089.553345,0,0,0,0,0,520.1696777,780.2545166,1473.814087,0,441.3560791,0,0,0,634.4494019,0,0,0,0
85291,85290,2,7869.265625,9665.681641,0,normal,,l1normal,tracer_1,0,588.5988159,0,0,3651.715088,648.6599121,0,0,0,3402.461426,423.4307556,0,333.3391113,0,0,11258.45313,1897.930786,813.8279419,0,444.4521484,0,6333.443359,0,840.8554077,0,0,2168.205811,0,7303.430176,333.3391113,0,1024.041748,441.4490967,483.4918823,0,11919.12598,3855.922852,3669.733398,1315.338135,774.9556274,0,0,333.3391113,0,0,462.4704895,657.6690674,0,0,342.3482971,0,0,0,0,0,0,0
85292,85291,2,7919.265625,9665.681641,0,normal,,l1normal,tracer_1,1220.69397,0,0,0,5432.86377,828.8190918,0,0,0,3743.3479,587.4597168,0,0,0,0,12842.14258,1657.638184,1466.372314,0,564.6899414,0,7627.868164,1530.127563,833.3730469,0,0,0,0,6703.416016,1056.516724,728.6322021,1725.94751,897.1283569,0,0,14108.14063,4936.48291,3274.290771,2103.925537,1243.228638,969.9915771,0,0,0,0,519.1504517,751.4019165,755.9558716,0,878.9125977,0,0,655.7689819,0,0,0,0
85293,85292,2,7969.265625,9665.681641,0,normal,,l1normal,tracer_1,0,0,0,0,7072.031738,841.1932373,0,1153.636475,0,3539.02002,0,0,0,0,0,16108.85059,2589.67334,2872.073975,859.218811,0,0,5275.483398,1910.710327,1387.968872,690.9801636,0,1926.464966,0,6278.906738,1676.37793,0,1898.693359,805.1420898,0,0,15225.59766,4254.03418,4776.775879,1538.181885,1033.465942,0,0,0,0,0,0,0,120.3008041,0,0,0,0,0,0,0,0,292.8047485
85294,85293,2,8019.265625,9665.681641,0,normal,,l1normal,tracer_1,0,0,0,0,10329.74414,565.715332,0,0,0,4797.701172,1229.343018,0,0,0,0,14529.09277,1680.827271,1561.156738,620.1110229,0,0,5771.384277,1669.948242,209.7320251,0,0,3078.796875,0,5945.450684,0,0,2708.90625,1523.079834,0,0,17656.8457,4623.635254,2393.411133,1648.189941,1370.771851,995.4414063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85295,85294,2,8069.265625,9665.681641,0,normal,,l1normal,tracer_1,0,0,0,855.0223389,5974.977539,1002.615479,0,570.0148926,0,2549.798584,0,631.0878906,0,0,0,13339.36621,3048.561768,1333.427612,559.8360596,0,0,5379.515137,1827.101196,1582.809204,0,0,5063.971191,0,5740.864258,819.3963623,0,1928.889648,0,0,865.2011719,19131.125,6774.016113,6494.098145,3079.098145,1262.175781,748.1445313,0,0,0,0,651.4455566,564.9254761,0,0,737.9656982,0,549.6572266,0,0,0,824.4857788,0
85296,85295,2,8119.265625,9665.681641,0,normal,,l1normal,tracer_1,0,0,0,0,6089.347168,0,0,0,0,3287.30835,0,567.4520264,0,0,0,10292.40527,3878.240967,700.5097656,637.8943481,0,0,5474.933594,1275.788696,904.0097656,994.0194092,0,3385.144775,0,4574.837402,485.2693176,0,821.8270874,0,0,0,13176.62695,4320.462402,949.9521484,2817.692871,1252.307861,790.5193481,0,0,0,0,1354.057983,536.1443481,0,0,407.000061,0,477.4423828,0,0,0,723.9905396,0
85297,85296,2,8169.265625,9665.681641,0,normal,,l1normal,tracer_1,0,1014.733582,0,0,7892.981934,778.8765869,0,0,0,4876.206543,1102.494385,0,0,0,0,13553.5498,3219.722412,1420.627075,0,0,0,4832.326172,1502.90271,603.3551025,0,0,4228.970703,0,4750.050293,0,0,2303.719482,0,0,888.5775146,15237.45898,7624.214844,7448.693359,2545.061523,987.3083496,1014.733582,0,0,0,0,0,1683.909302,817.2719116,0,0,0,1559.470337,702.0859375,0,0,0,0
85440,85439,2,7819.265625,9615.681641,0,normal,,l1normal,tracer_1,0,654.0168457,0,0,4455.489746,517.7633667,0,0,0,2348.102051,0,233.3391571,0,0,0,13543.59863,2933.992188,976.4834595,0,0,0,6603.753418,1839.422363,554.0975952,0,0,4505.449219,0,5250.301758,0,0,1648.66748,0,0,0,9396.950195,3665.219482,4464.573242,1748.58667,1126.362305,0,0,0,0,0,0,1158.154785,0,0,0,0,0,0,0,166.0237885,0,0
